Make,Model,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Price
Toyota,Innova ZX 2.4 AT 7 STR,2022,16000,Diesel,Automatic,Ludhiana,White,First,Individual,2393 cc,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55,2850000
Maruti Suzuki,Ertiga ZXI+,2016,53000,Petrol,Manual,Delhi,Grey,First,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45,725000
Nissan,Sunny XV Diesel,2013,35000,Diesel,Manual,Kanpur,Grey,First,Individual,1461 cc,85 bhp @ 3750 rpm,200 Nm @ 2000 rpm,FWD,4425,1695,1505,5,41,380000
Honda,Amaze 1.2 VX AT i-VTEC,2014,50000,Petrol,Automatic,Mumbai,White,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3990,1680,1505,5,35,434999
Volkswagen,Polo Comfortline 1.2L (P),2016,52600,Petrol,Manual,Varanasi,Silver,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3971,1682,1469,5,45,425000
Honda,Amaze 1.2 E MT Petrol [2018-2020],2020,25000,Petrol,Manual,Delhi,White,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995,1695,1501,5,35,675000
Hyundai,Xcent S 1.2,2014,74000,Petrol,Manual,Ahmedabad,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1660,1520,5,43,399000
Volkswagen,Vento Highline Diesel AT,2015,85000,Diesel,Automatic,Pune,Grey,First,Individual,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4384,1699,1466,5,55,685000
Maruti Suzuki,Ritz VXI BS-IV,2011,28000,Petrol,Manual,Mumbai,Silver,First,Individual,,,,,,,,,,265000
Volkswagen,Vento Highline Plus 1.6 (P),2021,35000,Petrol,Manual,Chennai,Maroon,First,Corporate,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4390,1699,1467,5,55,940000
Mercedes-Benz,GLS 450 4MATIC,2021,17000,Petrol,Automatic,Delhi,White,First,Individual,2999 cc,362 bhp @ 5500 rpm,500 Nm @ 1600 rpm,AWD,5207,2157,1823,7,90,13100000
Audi,Q5 2.0 TDI quattro Technology Pack,2016,57000,Diesel,Automatic,Gurgaon,White,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4629,1898,1653,5,75,2690000
Honda,City VX,2021,10000,Petrol,Manual,Mumbai,White,First,Corporate,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,1255000
Audi,Q5 3.0 TDI quattro,2009,63300,Diesel,Automatic,Delhi,White,First,Individual,2967 cc,240@4000,500@1500,,4628,1879,1651,5,75,825000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2014,46000,Petrol,Manual,Pune,Orange,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,390000
Hyundai,Verna Fluidic 1.6 CRDi SX Opt,2014,64000,Diesel,Manual,Ahmedabad,White,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,525000
Audi,Q2 Premium 40 TFSI quattro,2022,4600,Petrol,Automatic,Gurgaon,Blue,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,4318,1805,1548,5,55,3450000
Mercedes-Benz,CLA 200 CDI Sport (CBU),2018,23000,Diesel,Automatic,Mumbai,Red,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4630,1777,1432,5,,2825000
Mahindra,XUV500 W10,2017,144933,Diesel,Manual,Nashik,White,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70,1090000
Honda,City 1.5 S MT,2009,80000,Petrol,Manual,Mohali,Grey,First,Individual,1497 cc,118@6600,146@4600,FWD,4420,1695,1480,5,42,275000
Toyota,Etios 1.2 G,2015,32545,Petrol,Manual,Kolkata,Silver,First,Individual,1197 cc,79 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD,3895,1735,1555,5,45,434999
Hyundai,Tucson GL 2WD AT Diesel,2019,31000,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4475,1850,1660,5,62,2089999
Maruti Suzuki,Swift DZire VDI,2015,50000,Diesel,Manual,Dehradun,Silver,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,500000
Maruti Suzuki,Swift DZire VDI,2015,65000,Diesel,Manual,Delhi,Silver,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,400000
Hyundai,i10 Era 1.1 iRDE2 [2010-2017],2012,26000,Petrol,Manual,Dehradun,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,FWD,3585,1595,1550,5,35,225000
Mahindra,XUV300 1.5 W6 [2019-2020],2021,27000,Diesel,Manual,Delhi,Black,First,Individual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995,1821,1627,5,42,965000
Hyundai,Creta E Plus 1.4 CRDI,2017,62000,Diesel,Manual,Dehradun,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,4270,1780,1630,5,60,825000
Hyundai,Santro GL Plus,2012,17000,Petrol,Manual,Mohali,Silver,First,Individual,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD,3565,1525,1590,5,35,254999
Mahindra,Bolero SLE BS IV,2015,39234,Diesel,Manual,Patna,White,Second,Individual,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD,4107,1745,1880,7,60,525000
Ford,Ecosport Trend 1.5 TDCi,2013,72000,Diesel,Manual,Faridabad,Silver,First,Individual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,3999,1765,1708,5,52,285000
Chevrolet,Beat LT Diesel,2011,41215,Diesel,Manual,Hyderabad,Silver,First,Individual,936 cc,58 bhp @ 4000 rpm,150 Nm @ 1750 rpm,FWD,3640,1595,1520,5,35,229999
Volvo,XC40 T4 R-Design,2020,16519,Petrol,Automatic,Mumbai,White,First,Corporate,1969 cc,187 bhp @ 5000 rpm,300 Nm @ 1300 rpm,FWD,4425,1863,1652,5,54,4400000
Maruti Suzuki,Alto VXi,2011,51000,Petrol,Manual,Mumbai,Orange,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620,1475,1460,5,35,200000
Maruti Suzuki,Vitara Brezza ZDi Plus AGS,2019,74179,Diesel,Automatic,Mumbai,Silver,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,1011000
Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],2020,13000,Diesel,Automatic,Mumbai,Silver,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,4658,1890,1644,5,66,6500000
Maruti Suzuki,S-Cross Alpha 1.6,2019,31056,Diesel,Manual,Hyderabad,Others,First,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48,1063000
Maruti Suzuki,Ertiga VXI AT,2016,49148,Petrol,Automatic,Mumbai,Blue,Second,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4265,1695,1685,7,45,675000
Mercedes-Benz,E-Class E 220 d Avantgarde,2021,13000,Diesel,Automatic,Delhi,Black,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80,7475000
Mercedes-Benz,GLC 220d 4MATIC Progressive,2021,19000,Diesel,Automatic,Mumbai,Black,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,4658,1890,1644,5,66,7000000
Audi,Q5 2.0 TDI quattro Premium,2015,152000,Diesel,Automatic,Surat,White,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4629,1898,1653,5,75,2175000
Honda,City VX CVT,2015,59000,Petrol,Automatic,Faridabad,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,690000
Audi,A3 35 TDI Technology + Sunroof,2016,32000,Diesel,Automatic,Delhi,Red,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50,1525000
Honda,Accord 2.4 AT,2011,72000,Petrol,Automatic,Delhi,Gold,First,Individual,2354 cc,178 bhp @ 6500 rpm,222 Nm @ 4300 rpm,FWD,4950,1845,1475,5,70,475000
Hyundai,Verna SX Plus 1.6 CRDi AT,2017,80000,Diesel,Automatic,Bangalore,Silver,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45,1123000
Maruti Suzuki,Ertiga ZXi AT,2019,21894,Petrol,Automatic,Delhi,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4395,1735,1690,7,45,990000
BMW,5-Series 530d M Sport [2013-2017],2018,21000,Diesel,Automatic,Chennai,Blue,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65,5250000
Honda,Amaze 1.5 VX i-DTEC,2015,63587,Diesel,Manual,Mumbai,Brown,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990,1680,1505,5,35,515000
Maruti Suzuki,Ciaz Delta Hybrid 1.5 AT [2018-2020],2019,32000,Petrol,Automatic,Pune,Grey,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43,850000
Maruti Suzuki,Vitara Brezza VDi,2018,53694,Diesel,Manual,Pune,Grey,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,865000
Maruti Suzuki,Swift DZire VDi,2009,140000,Diesel,Manual,Coimbatore,White,Second,Individual,1248 cc,75@4000,190@2000,FWD,4160,1690,1530,5,43,365000
Mercedes-Benz,GL-Class 350 CDI,2015,91100,Diesel,Automatic,Delhi,Silver,First,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100,3390000
Audi,A6 2.0 TDI Premium Plus,2014,58000,Diesel,Automatic,Delhi,Black,Second,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65,1450000
Hyundai,i20 Asta 1.4 CRDI,2012,76148,Diesel,Manual,Hyderabad,Silver,First,Individual,1396 cc,90@4000,220@1750,,3940,1710,1505,5,45,434999
Mahindra,Scorpio S2,2015,104000,Diesel,Manual,Roorkee,White,First,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456,1820,1930,8,60,650000
Audi,A4 2.0 TDI (177bhp) Premium Plus,2013,50000,Diesel,Automatic,Pune,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63,1175000
Hyundai,Eon Magna +,2017,56000,Petrol,Manual,Dehradun,Silver,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495,1550,1500,5,32,325000
Renault,Duster 85 PS RxL Diesel,2014,48000,Diesel,Manual,Patna,Silver,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50,525000
Maruti Suzuki,Ertiga ZXi Plus,2021,23000,Petrol,Manual,Bangalore,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4395,1735,1690,7,45,1225000
Mercedes-Benz,A-Class Sedan 200d,2021,5600,Diesel,Automatic,Delhi,Grey,UnRegistered Car,Individual,1950 cc,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,FWD,4549,1796,1446,5,43,4200000
Hyundai,Elite i20 Asta 1.2,2015,33000,Petrol,Manual,Mumbai,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45,550000
Hyundai,Creta SX 1.6 CRDi,2019,58900,Diesel,Manual,Agra,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55,1275000
Jeep,Compass Longitude (O) 2.0 Diesel [2017-2020],2019,65000,Diesel,Manual,Mohali,White,First,Individual,,,,,4395,1818,1640,5,60,1585000
Toyota,Innova 2.5 V 7 STR,2012,222000,Diesel,Manual,Hyderabad,Silver,First,Individual,2494 cc,102@5600,200@1400,,4555,1770,1755,7,55,960000
Land Rover,Discovery Sport HSE Luxury,2016,20000,Diesel,Automatic,Hyderabad,Grey,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600,2069,1690,7,65,3900000
Renault,Kwid RXT [2015-2019],2019,32000,Petrol,Manual,Mysore,Grey,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28,434999
Mahindra,Bolero SLE BS III,2017,62000,Diesel,Manual,Lucknow,White,First,Individual,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD,4107,1745,1880,7,,650000
Maruti Suzuki,Ertiga VXI,2017,71000,Petrol,Manual,Delhi,Silver,First,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45,775000
Hyundai,i10 Sportz 1.2 AT,2008,61000,Petrol,Automatic,Pune,Black,Third,Individual,1197 cc,80@5200,111@4000,FWD,3565,1595,1550,5,35,185000
Maruti Suzuki,Ritz VXI BS-IV,2011,42152,Petrol,Manual,Siliguri,Brown,First,Corporate,,,,,,,,,,204999
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],2017,29000,Petrol,Manual,Bangalore,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,560000
Toyota,Innova 2.5 ZX 7 STR BS-IV,2014,158690,Diesel,Manual,Ahmedabad,Silver,Second,Individual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585,1760,1760,7,55,1000000
Mercedes-Benz,GLE 350 d,2016,61000,Diesel,Automatic,Mumbai,Grey,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,5000000
Maruti Suzuki,Ciaz ZDi (O) [2014-2015],2016,92000,Diesel,Manual,Mohali,White,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43,635000
Maruti Suzuki,DZire VXi,2020,42000,Petrol,Manual,Lucknow,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3995,1735,1515,5,37,650000
Datsun,Go T (O),2019,60969,Petrol,Manual,Ranchi,Silver,First,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3785,1635,1485,5,35,345000
Mahindra,XUV500 W6 2013,2017,93000,Diesel,Manual,Ahmedabad,White,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585,1890,1785,7,70,865000
Audi,A4 2.0 TDI (143bhp),2014,100000,Diesel,Automatic,Bangalore,Black,First,Individual,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63,1380000
Maruti Suzuki,Ciaz S 1.4 MT,2018,31000,Petrol,Manual,Kolkata,Brown,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43,585000
Toyota,Glanza G,2020,55000,Petrol,Manual,Lucknow,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995,1745,1510,5,37,690000
Maruti Suzuki,Wagon R LXI CNG (O),2018,68320,CNG,Manual,Faridabad,Silver,First,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35,380000
Tata,Hexa XM 4x2 7 STR,2018,65000,Diesel,Manual,Patna,White,First,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,4788,1903,1791,7,60,850000
Toyota,Fortuner 3.0 4x4 MT,2013,95000,Diesel,Manual,Chennai,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705,1840,1850,7,80,1750000
Maruti Suzuki,Ritz Vdi BS-IV,2013,85785,Diesel,Manual,Ambala Cantt,Silver,Second,Individual,1248 cc,73 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3775,1680,1620,5,43,275000
Volkswagen,Vento Comfortline 1.6 (P),2018,38000,Petrol,Manual,Dehradun,Gold,First,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4390,1699,1467,5,55,690000
Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,2020,12905,Petrol,Manual,Bangalore,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37,1130000
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2019,26000,Diesel,Automatic,Mumbai,Silver,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,7,55,2295000
Mercedes-Benz,A-Class Sedan 200,2021,9000,Petrol,Automatic,Chennai,Blue,First,Individual,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,4549,1796,1446,5,43,4100000
Tata,Nexon XM Diesel,2018,65000,Diesel,Manual,Amritsar,White,Second,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994,1811,1607,5,44,725000
Hyundai,Elite i20 Magna Executive 1.2,2019,48000,Petrol,Manual,Delhi,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,40,595000
Hyundai,i10 Magna 1.2 Kappa2,2011,91000,Petrol,Manual,Ahmedabad,White,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35,290000
Hyundai,i20 Sportz 1.2 BS-IV,2011,84873,Petrol,Manual,Indore,Red,Second,Individual,,,,,,,,,,350000
Jeep,Wrangler Rubicon,2022,15000,Petrol,Automatic,Mumbai,Red,First,Individual,1995 cc,268 bhp @ 5150 rpm,400 Nm @ 3000 rpm,AWD,4882,1894,1848,5,81,6100000
Mahindra,XUV300 1.5 W6 [2019-2020],2020,52000,Diesel,Manual,Lucknow,White,First,Individual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995,1821,1627,5,42,1080000
Toyota,Etios GD,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,Individual,1364 cc,68 bhp @ 3600 rpm,170 Nm @ 2400 rpm,FWD,4265,1695,1510,5,45,299000
Maruti Suzuki,Swift Lxi (O) [2014-2017],2018,58000,Petrol + CNG,Manual,Delhi,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,575000
Honda,Amaze 1.2 S AT i-VTEC,2014,67000,Petrol,Automatic,Delhi,Red,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35,390000
Mahindra,Scorpio S10,2015,67000,Diesel,Manual,Varanasi,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60,875000
Hyundai,Venue SX 1.4 CRDi,2021,37556,Diesel,Manual,Nashik,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45,1175000
Maruti Suzuki,Alto VXi,2012,54000,Petrol,Manual,Bangalore,Bronze,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620,1475,1460,5,35,260000
Honda,Amaze 1.2 E i-VTEC,2019,42000,Petrol,Manual,Delhi,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35,650000
Volkswagen,Ameo Highline1.2L (P) [2016-2018],2017,55000,Petrol,Manual,Pune,Bronze,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3995,1682,1483,5,45,625000
MG,Hector Sharp 2.0 Diesel [2019-2020],2019,23952,Diesel,Manual,Bangalore,Red,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60,1725000
Maruti Suzuki,Wagon R LXI CNG (O),2015,92000,CNG,Manual,Mumbai,Brown,Second,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35,299000
Hyundai,i10 Sportz 1.2 AT Kappa2,2013,34000,Petrol,Automatic,Mumbai,Red,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35,375000
Maruti Suzuki,Celerio ZXi AMT,2020,44300,Petrol,Automatic,Dharwad,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35,639000
Maruti Suzuki,Ciaz VDi+ SHVS,2015,65000,Diesel,Manual,Ahmedabad,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43,591000
Mercedes-Benz,GLE 250 d,2018,102000,Diesel,Automatic,Patna,Black,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,4200000
Honda,City 1.5 S AT,2009,110000,Petrol,Automatic,Delhi,Grey,First,Individual,1497 cc,118@6600,146@4600,FWD,4420,1695,1480,5,42,250000
Kia,Seltos HTX 1.5 [2020-2021],2021,11000,Petrol,Manual,Pune,Silver,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315,1800,1645,5,50,1399000
Hyundai,Aura S 1.2 CNG,2020,39000,CNG,Manual,Mumbai,Silver,First,Individual,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,FWD,3995,1680,1520,5,65,740000
Hyundai,i10 Magna,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,Individual,1086 cc,67@5500,99@2800,FWD,3565,1595,1550,5,35,175000
BMW,3-Series 320d Luxury Line [2014-2016],2019,42500,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624,2031,1429,5,,3750000
BMW,5-Series 530d M Sport [2013-2017],2013,80000,Diesel,Automatic,Delhi,Blue,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65,1600000
Maruti Suzuki,Wagon R LXi,2013,25200,Petrol,Manual,Ahmedabad,White,First,Individual,998 cc,68@6200,90@3500,,3539,1475,1700,5,35,285000
Honda,City S Diesel,2017,132683,Diesel,Manual,Kolkata,Bronze,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440,1695,1495,5,40,250000
Renault,Duster 85 PS Sandstorm Edition Diesel,2017,81000,Diesel,Manual,Mohali,White,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50,625000
Maruti Suzuki,Ritz VXI BS-IV,2011,58888,Petrol,Manual,Delhi,Maroon,Second,Individual,,,,,,,,,,190000
BMW,5-Series 520d Luxury Line [2017-2019],2019,30000,Diesel,Automatic,Delhi,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65,4800000
Maruti Suzuki,Swift ZXi,2015,50599,Petrol,Manual,Chennai,White,Second,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,575000
BMW,X1 sDrive20d xLine,2017,29000,Diesel,Automatic,Bangalore,Brown,Second,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63,2800000
Honda,Jazz VX CVT Petrol,2018,23000,Petrol,Automatic,Chennai,Red,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40,785000
Land Rover,Discovery Sport HSE Luxury 7-Seater,2019,50000,Diesel,Automatic,Karnal,Blue,First,Individual,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4600,2069,1724,7,65,4575000
Audi,Q3 35 TDI Premium + Sunroof,2016,84878,Diesel,Automatic,Nashik,White,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,1950000
BMW,5-Series 520d Luxury Line [2017-2019],2019,31000,Diesel,Automatic,Delhi,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65,4800000
Toyota,Innova 2.4 VX 8 STR [2016-2020],2019,71063,Diesel,Manual,Navi Mumbai,Silver,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,8,55,1998999
Ford,Ecosport Ambiente 1.5L Ti-VCT,2016,69001,Petrol,Manual,Delhi,White,First,Individual,1499 cc,110 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999,1765,1708,5,52,475000
Hyundai,Verna Fluidic 1.6 CRDi SX,2014,62000,Diesel,Manual,Delhi,Silver,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,415000
Hyundai,i20 Magna (O) 1.4 CRDI,2012,82000,Diesel,Manual,Chandigarh,White,First,Individual,1336 cc,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995,1710,1505,5,45,375000
Toyota,Etios V,2011,49200,Petrol,Manual,Mumbai,Silver,First,Individual,1496 cc,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD,4265,1695,1510,5,45,300000
Mahindra,Thar LX 4-STR Hard Top Petrol MT,2021,8000,Petrol,Manual,Agra,Red,Second,Individual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985,1820,1844,4,57,1500000
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],2019,58000,Diesel,Manual,Mumbai,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,975000
